index,subject,question,answer,a,b,c,d
9602,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9603,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9604,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9605,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9606,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9607,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9608,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9609,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9610,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9611,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9612,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9613,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9614,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9615,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9616,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9617,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9618,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9619,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9620,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9621,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9622,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9623,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9624,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9625,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9626,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9627,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9628,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9629,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9630,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9631,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9632,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9633,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9634,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9635,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9636,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9637,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9638,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9639,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9640,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9641,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9642,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9643,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9644,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9645,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9646,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9647,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9648,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9649,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9650,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9651,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9652,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9653,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9654,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9655,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9656,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9657,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9658,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9659,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9660,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9661,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9662,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9663,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9664,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9665,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9666,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9667,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9668,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9669,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9670,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9671,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9672,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9673,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9674,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9675,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9676,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9677,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9678,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9679,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9680,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9681,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9682,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9683,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9684,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9685,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9686,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9687,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9688,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9689,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9690,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9691,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9692,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9693,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9694,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9695,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9696,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9697,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9698,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9699,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9700,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9701,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9702,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9703,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9704,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9705,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9706,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9707,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9708,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9709,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9710,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9711,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9712,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9713,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9714,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9715,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9716,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9717,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9718,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9719,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9720,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9721,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9722,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9723,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9724,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9725,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9726,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9727,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9728,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9729,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9730,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9731,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9732,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9733,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9734,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9735,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9736,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9737,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9738,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9739,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9740,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9741,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9742,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9743,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9744,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9745,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9746,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9747,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9748,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9749,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9750,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9751,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9752,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9753,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9754,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9755,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9756,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9757,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9758,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9759,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9760,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9761,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9762,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9763,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9764,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9765,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9766,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9767,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9768,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9769,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9770,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9771,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9772,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9773,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9774,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9775,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9776,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9777,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9778,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9779,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9780,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9781,gk,person का जन्म कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9782,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9783,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9784,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9785,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9786,gk,person का जन्म कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9787,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9788,gk,award पुरस्कार किस वर्ष शुरू हुआ?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9789,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9790,gk,person का जन्म कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9791,gk,person का जन्म कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9792,gk,event कब हुआ था?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9793,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9794,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9795,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9796,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9797,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9798,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9799,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9800,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9801,gk,event कब हुआ था?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9802,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9803,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9804,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9805,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9806,gk,organization की स्थापना किसने की?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9807,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9808,gk,organization की स्थापना किसने की?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9809,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9810,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9811,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9812,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9813,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9814,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9815,gk,organization की स्थापना किसने की?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9816,gk,country की मुद्रा क्या है?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9817,gk,event कब हुआ था?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9818,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9819,gk,organization की स्थापना किसने की?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9820,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9821,gk,country की मुद्रा क्या है?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9822,gk,award पुरस्कार किस वर्ष शुरू हुआ?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9823,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9824,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9825,gk,country की मुद्रा क्या है?,a,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9826,gk,award पुरस्कार किस वर्ष शुरू हुआ?,c,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9827,gk,event कब हुआ था?,b,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9828,gk,award पुरस्कार किस वर्ष शुरू हुआ?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
9829,gk,country की मुद्रा क्या है?,d,उपरोक्त में से कोई नहीं,अज्ञात,अन्य,सही उत्तर
